Ensembl Gene ID,Alpaca Ensembl Gene ID,Human Ensembl Gene ID
ENSPFOG00000011163,,ENSG00000170419
ENSPFOG00000007602,ENSVPAG00000012325,ENSG00000129744
ENSPFOG00000007602,ENSVPAG00000012325,ENSG00000111339
ENSPFOG00000007602,ENSVPAG00000012325,ENSG00000167311
ENSPFOG00000007602,ENSVPAG00000012325,ENSG00000156219
ENSPFOG00000007602,ENSVPAG00000002438,ENSG00000129744
ENSPFOG00000007602,ENSVPAG00000002438,ENSG00000111339
ENSPFOG00000007602,ENSVPAG00000002438,ENSG00000167311
ENSPFOG00000007602,ENSVPAG00000002438,ENSG00000156219
ENSPFOG00000001237,ENSVPAG00000001418,ENSG00000142892
ENSPFOG00000001237,ENSVPAG00000001418,ENSG00000142892
ENSPFOG00000011167,,
ENSPFOG00000006696,ENSVPAG00000011946,ENSG00000155975
ENSPFOG00000000631,,ENSG00000115325
ENSPFOG00000005657,,ENSG00000160883
ENSPFOG00000013156,,
ENSPFOG00000011198,,
ENSPFOG00000000674,ENSVPAG00000010957,ENSG00000124357
ENSPFOG00000022170,,
ENSPFOG00000004809,,ENSG00000110900
ENSPFOG00000001453,ENSVPAG00000001417,ENSG00000117069
ENSPFOG00000011210,,
ENSPFOG00000013161,,ENSG00000102996
ENSPFOG00000021723,ENSVPAG00000005113,ENSG00000146399
ENSPFOG00000024160,,
ENSPFOG00000006812,ENSVPAG00000011936,ENSG00000155970
ENSPFOG00000000652,,ENSG00000106785
ENSPFOG00000000652,,ENSG00000106785
ENSPFOG00000000729,ENSVPAG00000010632,ENSG00000124374
ENSPFOG00000011284,,
ENSPFOG00000001486,ENSVPAG00000001416,ENSG00000184005
ENSPFOG00000023999,,
ENSPFOG00000012015,ENSVPAG00000011035,ENSG00000170471
ENSPFOG00000012015,ENSVPAG00000011035,ENSG00000170471
ENSPFOG00000011483,,
ENSPFOG00000011483,,
ENSPFOG00000005035,,ENSG00000110900
ENSPFOG00000001017,,
ENSPFOG00000011290,,
ENSPFOG00000011290,,
ENSPFOG00000000830,,ENSG00000132622
ENSPFOG00000022960,,
ENSPFOG00000001034,,
ENSPFOG00000010504,ENSVPAG00000009827,ENSG00000120907
ENSPFOG00000007108,ENSVPAG00000011931,ENSG00000078579
ENSPFOG00000001581,ENSVPAG00000001413,ENSG00000137955
ENSPFOG00000011489,ENSVPAG00000000046,ENSG00000122641
ENSPFOG00000000698,ENSVPAG00000001205,ENSG00000147852
ENSPFOG00000010512,ENSVPAG00000007009,ENSG00000089063
ENSPFOG00000011296,,
ENSPFOG00000011296,,
ENSPFOG00000023283,,
ENSPFOG00000023283,,
ENSPFOG00000004500,,
ENSPFOG00000004500,,
ENSPFOG00000007147,,ENSG00000185467
ENSPFOG00000022244,,
ENSPFOG00000000979,ENSVPAG00000001965,ENSG00000135624
ENSPFOG00000022786,,ENSG00000110900
ENSPFOG00000022786,,ENSG00000110900
ENSPFOG00000022786,,ENSG00000110900
ENSPFOG00000011302,,
ENSPFOG00000000421,,ENSG00000153885
ENSPFOG00000010543,,ENSG00000085552
ENSPFOG00000022094,ENSVPAG00000002407,ENSG00000205143
ENSPFOG00000024549,,ENSG00000103067
ENSPFOG00000011519,ENSVPAG00000003215,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000003215,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000012459,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000012459,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000002795,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000002795,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000004941,ENSG00000023191
ENSPFOG00000011519,ENSVPAG00000004941,ENSG00000023191
ENSPFOG00000007228,ENSVPAG00000010541,ENSG00000136936
ENSPFOG00000001069,,
ENSPFOG00000000803,,ENSG00000161179
ENSPFOG00000014405,,ENSG00000103067
ENSPFOG00000005110,,ENSG00000111218
ENSPFOG00000011323,,
ENSPFOG00000001751,ENSVPAG00000001412,ENSG00000117054
ENSPFOG00000020093,,
ENSPFOG00000020604,,
ENSPFOG00000000862,,ENSG00000107281
ENSPFOG00000001164,,ENSG00000072518
ENSPFOG00000014506,ENSVPAG00000003699,ENSG00000159461
ENSPFOG00000020096,ENSVPAG00000006209,ENSG00000176204
ENSPFOG00000020096,ENSVPAG00000006209,ENSG00000176204
ENSPFOG00000007295,ENSVPAG00000006033,ENSG00000155886
ENSPFOG00000014587,ENSVPAG00000012232,ENSG00000100522
ENSPFOG00000010603,,
ENSPFOG00000010603,,
ENSPFOG00000014616,ENSVPAG00000012229,ENSG00000198252
ENSPFOG00000001317,,ENSG00000167771
ENSPFOG00000009472,,
ENSPFOG00000000346,ENSVPAG00000010619,ENSG00000187672
ENSPFOG00000012483,,ENSG00000179403
ENSPFOG00000024164,,
ENSPFOG00000001950,ENSVPAG00000008002,ENSG00000142937
ENSPFOG00000005266,,ENSG00000130038
ENSPFOG00000005266,,ENSG00000130038
ENSPFOG00000009477,,
ENSPFOG00000000467,ENSVPAG00000011346,ENSG00000141384
ENSPFOG00000000467,ENSVPAG00000011346,ENSG00000141384
ENSPFOG00000001529,ENSVPAG00000005889,ENSG00000110583
ENSPFOG00000007392,ENSVPAG00000010546,ENSG00000095380
ENSPFOG00000010687,,ENSG00000188004
ENSPFOG00000010687,,ENSG00000188004
ENSPFOG00000010687,,ENSG00000243284
ENSPFOG00000010687,,ENSG00000243284
ENSPFOG00000011854,ENSVPAG00000009934,ENSG00000141664
ENSPFOG00000011854,ENSVPAG00000009934,ENSG00000141664
ENSPFOG00000011527,,
ENSPFOG00000011527,,
ENSPFOG00000012511,,ENSG00000162542
ENSPFOG00000000419,,ENSG00000239732
ENSPFOG00000000419,,ENSG00000239732
ENSPFOG00000000419,,ENSG00000173366
ENSPFOG00000000419,,ENSG00000173366
ENSPFOG00000001560,,ENSG00000149541
ENSPFOG00000014639,ENSVPAG00000008006,ENSG00000112139
ENSPFOG00000014639,ENSVPAG00000008006,ENSG00000112139
ENSPFOG00000014639,ENSVPAG00000008006,ENSG00000112139
ENSPFOG00000007456,ENSVPAG00000006652,ENSG00000122705
ENSPFOG00000007456,ENSVPAG00000006652,ENSG00000122705
ENSPFOG00000002031,,ENSG00000126107
ENSPFOG00000002031,,ENSG00000126107
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000022286,,
ENSPFOG00000005611,ENSVPAG00000001931,ENSG00000133773
ENSPFOG00000021953,,
ENSPFOG00000012572,,ENSG00000158748
ENSPFOG00000000470,,ENSG00000164062
ENSPFOG00000012591,ENSVPAG00000011525,ENSG00000173436
ENSPFOG00000014783,ENSVPAG00000003859,ENSG00000156639
ENSPFOG00000001643,,ENSG00000213465
ENSPFOG00000001643,,ENSG00000273003
ENSPFOG00000011874,ENSVPAG00000007947,ENSG00000096872
ENSPFOG00000012605,ENSVPAG00000000751,ENSG00000052723
ENSPFOG00000005644,ENSVPAG00000001932,ENSG00000127720
ENSPFOG00000005644,ENSVPAG00000001932,ENSG00000127720
ENSPFOG00000007548,ENSVPAG00000006654,ENSG00000159921
ENSPFOG00000007548,ENSVPAG00000006654,ENSG00000159921
ENSPFOG00000014805,ENSVPAG00000012055,ENSG00000021488
ENSPFOG00000023973,ENSVPAG00000002337,ENSG00000168062
ENSPFOG00000010751,,ENSG00000160293
ENSPFOG00000010751,,ENSG00000160293
ENSPFOG00000000534,ENSVPAG00000002736,ENSG00000257103
ENSPFOG00000011581,ENSVPAG00000001566,ENSG00000176014
ENSPFOG00000011904,ENSVPAG00000007948,ENSG00000184434
ENSPFOG00000011904,ENSVPAG00000007948,ENSG00000184434
ENSPFOG00000002411,,ENSG00000142959
ENSPFOG00000004169,,ENSG00000112759
ENSPFOG00000004169,,ENSG00000112759
ENSPFOG00000012664,ENSVPAG00000000749,ENSG00000009307
ENSPFOG00000012664,ENSVPAG00000000749,ENSG00000009307
ENSPFOG00000012664,ENSVPAG00000000749,ENSG00000009307
ENSPFOG00000001821,,ENSG00000068971
ENSPFOG00000024743,,
ENSPFOG00000005780,ENSVPAG00000001014,ENSG00000179104
ENSPFOG00000007752,,ENSG00000168993
ENSPFOG00000014916,ENSVPAG00000012050,ENSG00000213965
ENSPFOG00000014916,ENSVPAG00000012050,ENSG00000213965
ENSPFOG00000014916,ENSVPAG00000012050,ENSG00000213965
ENSPFOG00000014916,ENSVPAG00000012050,ENSG00000213965
ENSPFOG00000022504,ENSVPAG00000003552,ENSG00000096696
ENSPFOG00000002616,,
ENSPFOG00000014841,,
ENSPFOG00000014841,,
ENSPFOG00000014841,,
ENSPFOG00000014841,,
ENSPFOG00000014841,,
ENSPFOG00000014841,,
ENSPFOG00000014841,,
ENSPFOG00000023659,ENSVPAG00000010900,ENSG00000145979
ENSPFOG00000011631,,ENSG00000187773
ENSPFOG00000022570,ENSVPAG00000012050,ENSG00000213965
ENSPFOG00000011950,ENSVPAG00000004610,ENSG00000047849
ENSPFOG00000002618,,ENSG00000174332
ENSPFOG00000007785,ENSVPAG00000010531,ENSG00000136842
ENSPFOG00000007785,ENSVPAG00000010531,ENSG00000136842
ENSPFOG00000014887,ENSVPAG00000012055,ENSG00000021488
ENSPFOG00000024262,ENSVPAG00000004759,ENSG00000112137
ENSPFOG00000024262,ENSVPAG00000004759,ENSG00000112137
ENSPFOG00000012763,,
ENSPFOG00000012763,,
ENSPFOG00000000574,ENSVPAG00000002738,ENSG00000105220
ENSPFOG00000006004,,
ENSPFOG00000000685,ENSVPAG00000008553,ENSG00000177938
ENSPFOG00000014925,ENSVPAG00000012159,ENSG00000153786
ENSPFOG00000002220,,ENSG00000179600
ENSPFOG00000023895,,
ENSPFOG00000023443,,
ENSPFOG00000002232,ENSVPAG00000000116,ENSG00000149735
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000277058
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000277058
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000092199
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000092199
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000179172
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000179172
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000179412
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000179412
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000275774
ENSPFOG00000002643,ENSVPAG00000007337,ENSG00000275774
ENSPFOG00000022924,ENSVPAG00000010943,ENSG00000206043
ENSPFOG00000022924,ENSVPAG00000010943,ENSG00000206043
ENSPFOG00000004373,ENSVPAG00000003313,ENSG00000119787
ENSPFOG00000004373,ENSVPAG00000003313,ENSG00000119787
ENSPFOG00000012771,ENSVPAG00000000742,ENSG00000116748
ENSPFOG00000001336,,ENSG00000168758
ENSPFOG00000001336,,ENSG00000168758
ENSPFOG00000006032,ENSVPAG00000008412,ENSG00000111224
ENSPFOG00000007948,ENSVPAG00000010530,ENSG00000196116
ENSPFOG00000024621,ENSVPAG00000002336,ENSG00000168070
ENSPFOG00000000750,ENSVPAG00000005354,ENSG00000143079
ENSPFOG00000011976,,ENSG00000055118
ENSPFOG00000011976,,ENSG00000055118
ENSPFOG00000014951,ENSVPAG00000003993,ENSG00000132604
ENSPFOG00000014951,ENSVPAG00000003993,ENSG00000132604
ENSPFOG00000014951,ENSVPAG00000003993,ENSG00000132604
ENSPFOG00000014951,ENSVPAG00000003993,ENSG00000132604
ENSPFOG00000022391,ENSVPAG00000005591,ENSG00000124523
ENSPFOG00000011233,,ENSG00000169925
ENSPFOG00000011233,,ENSG00000169925
ENSPFOG00000006118,,ENSG00000111181
ENSPFOG00000002713,,
ENSPFOG00000014856,,
ENSPFOG00000014856,,
ENSPFOG00000002264,,
ENSPFOG00000017420,,ENSG00000148408
ENSPFOG00000017420,,ENSG00000148408
ENSPFOG00000011701,ENSVPAG00000010937,ENSG00000166347
ENSPFOG00000023037,ENSVPAG00000000944,ENSG00000196867
ENSPFOG00000002314,,ENSG00000002330
ENSPFOG00000008183,,
ENSPFOG00000004604,,ENSG00000177468
ENSPFOG00000014985,ENSVPAG00000003991,ENSG00000132603
ENSPFOG00000024229,,
ENSPFOG00000011257,ENSVPAG00000002152,ENSG00000196363
ENSPFOG00000011257,ENSVPAG00000002152,ENSG00000196981
ENSPFOG00000015004,,
ENSPFOG00000004643,,
ENSPFOG00000004643,,
ENSPFOG00000022496,ENSVPAG00000002761,ENSG00000164742
ENSPFOG00000015008,,
ENSPFOG00000002738,,ENSG00000178878
ENSPFOG00000011556,,
ENSPFOG00000011556,,
ENSPFOG00000006446,,ENSG00000120645
ENSPFOG00000004664,ENSVPAG00000001947,ENSG00000164485
ENSPFOG00000015016,,
ENSPFOG00000015016,,
ENSPFOG00000024810,,ENSG00000122711
ENSPFOG00000022907,ENSVPAG00000009009,ENSG00000114859
ENSPFOG00000023937,,
ENSPFOG00000004712,ENSVPAG00000007905,ENSG00000143674
ENSPFOG00000004712,ENSVPAG00000007905,ENSG00000143674
ENSPFOG00000000790,ENSVPAG00000000738,ENSG00000135698
ENSPFOG00000022412,ENSVPAG00000011075,ENSG00000184661
ENSPFOG00000022412,ENSVPAG00000011075,ENSG00000184661
ENSPFOG00000022412,ENSVPAG00000011075,ENSG00000184661
ENSPFOG00000024680,,
ENSPFOG00000015024,ENSVPAG00000007748,ENSG00000165490
ENSPFOG00000011362,,ENSG00000169925
ENSPFOG00000011362,,ENSG00000169925
ENSPFOG00000022881,,
ENSPFOG00000006708,,
ENSPFOG00000023943,,ENSG00000146678
ENSPFOG00000023943,,ENSG00000146678
ENSPFOG00000015031,,
ENSPFOG00000000821,ENSVPAG00000011160,ENSG00000167208
ENSPFOG00000002786,,ENSG00000178878
ENSPFOG00000002786,,ENSG00000178878
ENSPFOG00000017597,,
ENSPFOG00000015040,ENSVPAG00000008927,ENSG00000134324
ENSPFOG00000006771,ENSVPAG00000007556,ENSG00000111728
ENSPFOG00000008427,ENSVPAG00000009748,ENSG00000165029
ENSPFOG00000008427,ENSVPAG00000009748,ENSG00000165029
ENSPFOG00000011436,ENSVPAG00000002152,ENSG00000196363
ENSPFOG00000011436,ENSVPAG00000002152,ENSG00000196981
ENSPFOG00000000837,ENSVPAG00000002694,ENSG00000124302
ENSPFOG00000011640,ENSVPAG00000006209,ENSG00000176204
ENSPFOG00000011640,ENSVPAG00000006209,ENSG00000176204
ENSPFOG00000023482,,
ENSPFOG00000023482,,
ENSPFOG00000023482,,
ENSPFOG00000023064,,
ENSPFOG00000022181,,ENSG00000146674
ENSPFOG00000022181,,ENSG00000146674
ENSPFOG00000024544,ENSVPAG00000003191,ENSG00000139287
ENSPFOG00000011651,,
ENSPFOG00000002886,,ENSG00000214336
ENSPFOG00000002886,,ENSG00000186766
ENSPFOG00000004307,,
ENSPFOG00000004307,,
ENSPFOG00000011683,ENSVPAG00000008309,ENSG00000111725
ENSPFOG00000001813,ENSVPAG00000004536,ENSG00000083168
ENSPFOG00000001813,ENSVPAG00000004536,ENSG00000083168
ENSPFOG00000002904,ENSVPAG00000000801,ENSG00000168004
ENSPFOG00000002904,ENSVPAG00000000801,ENSG00000133321
ENSPFOG00000002904,ENSVPAG00000002318,ENSG00000168004
ENSPFOG00000002904,ENSVPAG00000002318,ENSG00000133321
ENSPFOG00000012114,,ENSG00000197558
ENSPFOG00000006852,ENSVPAG00000004707,ENSG00000185046
ENSPFOG00000006852,ENSVPAG00000004707,ENSG00000185046
ENSPFOG00000006852,ENSVPAG00000004707,ENSG00000185046
ENSPFOG00000006852,ENSVPAG00000004707,ENSG00000185046
ENSPFOG00000011727,,ENSG00000122733
ENSPFOG00000011727,,ENSG00000122733
ENSPFOG00000016285,,ENSG00000137343
ENSPFOG00000016285,,ENSG00000137343
ENSPFOG00000015209,ENSVPAG00000008926,ENSG00000196208
ENSPFOG00000002907,,ENSG00000129566
ENSPFOG00000002907,,ENSG00000129566
ENSPFOG00000003195,,ENSG00000125820
ENSPFOG00000005016,ENSVPAG00000004401,ENSG00000135749
ENSPFOG00000017624,,
ENSPFOG00000016308,,
ENSPFOG00000016308,,
ENSPFOG00000011810,,
ENSPFOG00000003208,,ENSG00000125813
ENSPFOG00000003208,,ENSG00000125813
ENSPFOG00000002944,,ENSG00000068078
ENSPFOG00000002944,,ENSG00000068078
ENSPFOG00000004352,ENSVPAG00000006337,ENSG00000280987
ENSPFOG00000004352,ENSVPAG00000006337,ENSG00000015479
ENSPFOG00000002033,ENSVPAG00000011117,ENSG00000070718
ENSPFOG00000016316,ENSVPAG00000001182,ENSG00000204564
ENSPFOG00000021910,,ENSG00000136205
ENSPFOG00000012270,,ENSG00000198121
ENSPFOG00000004508,,ENSG00000173210
ENSPFOG00000001111,ENSVPAG00000003187,ENSG00000121749
ENSPFOG00000001111,ENSVPAG00000003187,ENSG00000121749
ENSPFOG00000003245,,ENSG00000125798
ENSPFOG00000003245,,ENSG00000125798
ENSPFOG00000012287,ENSVPAG00000007622,ENSG00000030304
ENSPFOG00000002140,,ENSG00000187605
ENSPFOG00000003286,ENSVPAG00000003308,ENSG00000115825
ENSPFOG00000004389,ENSVPAG00000006338,ENSG00000120727
ENSPFOG00000021939,,
ENSPFOG00000003406,,
ENSPFOG00000003414,,
ENSPFOG00000007334,ENSVPAG00000004705,ENSG00000120868
ENSPFOG00000005052,ENSVPAG00000006732,ENSG00000157510
ENSPFOG00000016330,ENSVPAG00000006512,ENSG00000204574
ENSPFOG00000016330,ENSVPAG00000006512,ENSG00000204574
ENSPFOG00000022940,,
ENSPFOG00000001903,ENSVPAG00000010906,ENSG00000133858
ENSPFOG00000003545,ENSVPAG00000004919,ENSG00000124217
ENSPFOG00000003422,,
ENSPFOG00000012523,ENSVPAG00000001335,ENSG00000169435
ENSPFOG00000012523,ENSVPAG00000001335,ENSG00000169435
ENSPFOG00000006842,,ENSG00000060558
ENSPFOG00000005236,ENSVPAG00000002443,ENSG00000094755
ENSPFOG00000002299,,
ENSPFOG00000007657,ENSVPAG00000010477,ENSG00000166046
ENSPFOG00000006939,,ENSG00000099804
ENSPFOG00000003454,,
ENSPFOG00000003454,,
ENSPFOG00000003309,,ENSG00000168924
ENSPFOG00000003309,,ENSG00000168924
ENSPFOG00000007804,ENSVPAG00000006060,ENSG00000166153
ENSPFOG00000023638,,
ENSPFOG00000002493,,
ENSPFOG00000021757,,
ENSPFOG00000006981,,ENSG00000065000
ENSPFOG00000003621,ENSVPAG00000003310,ENSG00000115828
ENSPFOG00000002319,,
ENSPFOG00000002319,,
ENSPFOG00000015317,ENSVPAG00000005195,ENSG00000162814
ENSPFOG00000022433,,
ENSPFOG00000003524,ENSVPAG00000005917,ENSG00000129484
ENSPFOG00000012613,,
ENSPFOG00000012613,,
ENSPFOG00000012613,,
ENSPFOG00000012613,,
ENSPFOG00000007922,ENSVPAG00000006062,ENSG00000136021
ENSPFOG00000015323,ENSVPAG00000005190,ENSG00000196482
ENSPFOG00000007282,,ENSG00000167674
ENSPFOG00000024421,ENSVPAG00000002909,ENSG00000140832
ENSPFOG00000016437,ENSVPAG00000001181,ENSG00000204568
ENSPFOG00000002330,,ENSG00000148734
ENSPFOG00000001048,,ENSG00000172270
ENSPFOG00000001048,,ENSG00000172270
ENSPFOG00000023380,,ENSG00000213563
ENSPFOG00000007372,,ENSG00000105058
ENSPFOG00000016442,ENSVPAG00000001178,ENSG00000204569
ENSPFOG00000003560,ENSVPAG00000011597,ENSG00000109685
ENSPFOG00000017685,,ENSG00000176101
ENSPFOG00000008191,,
ENSPFOG00000007409,ENSVPAG00000010526,ENSG00000183617
ENSPFOG00000007409,ENSVPAG00000010526,ENSG00000183617
ENSPFOG00000003796,ENSVPAG00000008383,ENSG00000165792
ENSPFOG00000003796,ENSVPAG00000008383,ENSG00000165792
ENSPFOG00000022479,,
ENSPFOG00000008262,,
ENSPFOG00000023967,,
ENSPFOG00000007440,,
ENSPFOG00000003792,ENSVPAG00000007226,ENSG00000077684
ENSPFOG00000016505,ENSVPAG00000008440,ENSG00000106541
ENSPFOG00000008697,,ENSG00000130427
ENSPFOG00000011265,,
ENSPFOG00000011265,,
ENSPFOG00000008311,,
ENSPFOG00000005490,ENSVPAG00000001192,ENSG00000091844
ENSPFOG00000023584,,ENSG00000147813
ENSPFOG00000008699,ENSVPAG00000005842,ENSG00000149218
ENSPFOG00000011269,ENSVPAG00000000534,ENSG00000204252
ENSPFOG00000011269,ENSVPAG00000000534,ENSG00000237541
ENSPFOG00000011269,ENSVPAG00000000534,ENSG00000196735
ENSPFOG00000011269,ENSVPAG00000000534,ENSG00000204287
ENSPFOG00000011269,ENSVPAG00000000534,ENSG00000231389
ENSPFOG00000011269,ENSVPAG00000008049,ENSG00000204252
ENSPFOG00000011269,ENSVPAG00000008049,ENSG00000237541
ENSPFOG00000011269,ENSVPAG00000008049,ENSG00000196735
ENSPFOG00000011269,ENSVPAG00000008049,ENSG00000204287
ENSPFOG00000011269,ENSVPAG00000008049,ENSG00000231389
ENSPFOG00000011269,ENSVPAG00000008050,ENSG00000204252
ENSPFOG00000011269,ENSVPAG00000008050,ENSG00000237541
ENSPFOG00000011269,ENSVPAG00000008050,ENSG00000196735
ENSPFOG00000011269,ENSVPAG00000008050,ENSG00000204287
ENSPFOG00000011269,ENSVPAG00000008050,ENSG00000231389
ENSPFOG00000011269,ENSVPAG00000011729,ENSG00000204252
ENSPFOG00000011269,ENSVPAG00000011729,ENSG00000237541
ENSPFOG00000011269,ENSVPAG00000011729,ENSG00000196735
ENSPFOG00000011269,ENSVPAG00000011729,ENSG00000204287
ENSPFOG00000011269,ENSVPAG00000011729,ENSG00000231389
ENSPFOG00000011269,ENSVPAG00000009946,ENSG00000204252
ENSPFOG00000011269,ENSVPAG00000009946,ENSG00000237541
ENSPFOG00000011269,ENSVPAG00000009946,ENSG00000196735
ENSPFOG00000011269,ENSVPAG00000009946,ENSG00000204287
ENSPFOG00000011269,ENSVPAG00000009946,ENSG00000231389
ENSPFOG00000017693,,ENSG00000176058
ENSPFOG00000017693,,ENSG00000176058
ENSPFOG00000005529,ENSVPAG00000001193,ENSG00000112038
ENSPFOG00000003965,ENSVPAG00000003931,ENSG00000100445
ENSPFOG00000000358,ENSVPAG00000003164,ENSG00000171208
ENSPFOG00000003894,,
ENSPFOG00000012813,,ENSG00000002726
ENSPFOG00000012813,,ENSG00000002726
ENSPFOG00000001225,,ENSG00000070423
ENSPFOG00000001225,,ENSG00000070423
ENSPFOG00000003734,ENSVPAG00000012463,ENSG00000153721
ENSPFOG00000003734,ENSVPAG00000012463,ENSG00000153721
ENSPFOG00000003734,ENSVPAG00000012463,ENSG00000074706
ENSPFOG00000003734,ENSVPAG00000012463,ENSG00000074706
ENSPFOG00000003734,ENSVPAG00000001194,ENSG00000153721
ENSPFOG00000003734,ENSVPAG00000001194,ENSG00000153721
ENSPFOG00000003734,ENSVPAG00000001194,ENSG00000074706
ENSPFOG00000003734,ENSVPAG00000001194,ENSG00000074706
ENSPFOG00000004026,,
ENSPFOG00000008704,ENSVPAG00000005842,ENSG00000149218
ENSPFOG00000008704,ENSVPAG00000005842,ENSG00000149218
ENSPFOG00000008704,ENSVPAG00000005842,ENSG00000149218
ENSPFOG00000016522,,
ENSPFOG00000011277,ENSVPAG00000008046,ENSG00000242574
ENSPFOG00000011277,ENSVPAG00000008046,ENSG00000242574
ENSPFOG00000011277,ENSVPAG00000008046,ENSG00000248993
ENSPFOG00000011277,ENSVPAG00000008046,ENSG00000248993
ENSPFOG00000008328,ENSVPAG00000011181,ENSG00000083782
ENSPFOG00000008328,ENSVPAG00000011181,ENSG00000083782
ENSPFOG00000008328,ENSVPAG00000011181,ENSG00000083782
ENSPFOG00000002396,ENSVPAG00000010798,ENSG00000159399
ENSPFOG00000007745,ENSVPAG00000012041,ENSG00000130254
ENSPFOG00000007745,ENSVPAG00000012041,ENSG00000130254
ENSPFOG00000007745,ENSVPAG00000012041,ENSG00000160633
ENSPFOG00000007745,ENSVPAG00000012041,ENSG00000160633
ENSPFOG00000007745,ENSVPAG00000012043,ENSG00000130254
ENSPFOG00000007745,ENSVPAG00000012043,ENSG00000130254
ENSPFOG00000007745,ENSVPAG00000012043,ENSG00000160633
ENSPFOG00000007745,ENSVPAG00000012043,ENSG00000160633
ENSPFOG00000022298,,
ENSPFOG00000016550,ENSVPAG00000005182,ENSG00000163479
ENSPFOG00000003988,,ENSG00000164040
ENSPFOG00000021794,ENSVPAG00000005381,ENSG00000185666
ENSPFOG00000016552,,ENSG00000075388
ENSPFOG00000012854,,
ENSPFOG00000000463,ENSVPAG00000007589,ENSG00000069345
ENSPFOG00000024416,,
ENSPFOG00000016560,,ENSG00000196189
ENSPFOG00000017708,,ENSG00000148218
ENSPFOG00000012861,,
ENSPFOG00000022714,,
ENSPFOG00000005591,ENSVPAG00000003820,ENSG00000112419
ENSPFOG00000005591,ENSVPAG00000003820,ENSG00000112419
ENSPFOG00000008371,ENSVPAG00000011182,ENSG00000139330
ENSPFOG00000008371,ENSVPAG00000011182,ENSG00000139330
ENSPFOG00000008371,ENSVPAG00000011182,ENSG00000139330
ENSPFOG00000000524,,ENSG00000130881
ENSPFOG00000008724,,ENSG00000146830
ENSPFOG00000024540,,
ENSPFOG00000016601,ENSVPAG00000001001,ENSG00000143549
ENSPFOG00000023611,,
ENSPFOG00000016621,ENSVPAG00000009090,ENSG00000106460
ENSPFOG00000008407,ENSVPAG00000011184,ENSG00000011465
ENSPFOG00000007985,ENSVPAG00000011891,ENSG00000175445
ENSPFOG00000021913,ENSVPAG00000007482,
ENSPFOG00000004176,ENSVPAG00000012465,ENSG00000213079
ENSPFOG00000004176,ENSVPAG00000012465,ENSG00000213079
ENSPFOG00000015537,ENSVPAG00000005180,ENSG00000042781
ENSPFOG00000015537,ENSVPAG00000005180,ENSG00000042781
ENSPFOG00000015537,ENSVPAG00000005180,ENSG00000042781
ENSPFOG00000016630,ENSVPAG00000007785,ENSG00000005108
ENSPFOG00000000594,,ENSG00000130876
ENSPFOG00000000594,,ENSG00000130876
ENSPFOG00000017750,ENSVPAG00000005585,ENSG00000159899
ENSPFOG00000012883,,ENSG00000113504
ENSPFOG00000003316,ENSVPAG00000010798,ENSG00000159399
ENSPFOG00000003316,ENSVPAG00000010798,ENSG00000159399
ENSPFOG00000003316,ENSVPAG00000010798,ENSG00000159399
ENSPFOG00000022964,ENSVPAG00000007482,
ENSPFOG00000008859,ENSVPAG00000002213,ENSG00000141499
ENSPFOG00000008859,ENSVPAG00000002213,ENSG00000141499
ENSPFOG00000008612,,
ENSPFOG00000008625,ENSVPAG00000011185,ENSG00000133639
ENSPFOG00000003349,ENSVPAG00000002321,ENSG00000183733
ENSPFOG00000016774,,ENSG00000122584
ENSPFOG00000024270,,
ENSPFOG00000016790,ENSVPAG00000010005,ENSG00000106443
ENSPFOG00000008654,ENSVPAG00000002982,ENSG00000196937
ENSPFOG00000000789,ENSVPAG00000002680,ENSG00000131941
ENSPFOG00000004295,ENSVPAG00000007478,ENSG00000103381
ENSPFOG00000004300,ENSVPAG00000004640,ENSG00000175595
ENSPFOG00000007121,ENSVPAG00000004895,ENSG00000196236
